GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,FulfillmentsStubSettings.Builder,35,146,0,0,11,45,4,7,4,7
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,KnowledgeBasesStubSettings.Builder,56,210,0,0,14,63,4,10,4,10
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcSessionsCallableFactory,21,18,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AnswerRecordsStubSettings.Builder,42,168,0,0,12,51,4,8,4,8
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcAnswerRecordsStub,53,177,0,0,16,72,9,11,9,11
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcSessionEntityTypesCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EntityTypesStubSettings,28,178,1,1,7,61,5,25,4,25
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcVersionsCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AgentsStubSettings.Builder,104,490,0,0,22,183,4,18,4,18
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcConversationsCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcVersionsStub,53,263,0,0,16,104,9,15,9,15
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1,ImageAnnotatorSettings,46,6,0,0,14,3,13,2,13,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1,ImageAnnotatorClient,59,64,0,0,18,16,12,9,12,9
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1,ImageAnnotatorSettings.Builder,39,14,0,0,13,4,8,3,8,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1.stub,ImageAnnotatorStubSettings.Builder,40,199,0,0,13,70,4,8,4,8
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1.stub,ImageAnnotatorStubSettings,28,74,1,1,7,32,5,13,4,13
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1.stub,GrpcImageAnnotatorCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1.stub,ImageAnnotatorStub,20,3,0,0,4,1,4,1,4,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p2beta1.stub,GrpcImageAnnotatorStub,50,110,0,0,16,46,8,8,8,8
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ImageAnnotatorStub,35,3,0,0,7,1,7,1,7,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings,28,250,1,1,7,76,5,31,4,31
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStub,130,3,0,0,26,1,26,1,26,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.Builder,187,665,0,0,31,210,4,26,4,26
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ImageAnnotatorStubSettings,28,98,1,1,7,39,5,16,4,16
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,GrpcImageAnnotatorStub,53,234,0,0,17,94,9,14,9,14
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ImageAnnotatorStubSettings.Builder,59,290,0,0,17,106,4,11,4,11
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,GrpcImageAnnotatorCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,GrpcProductSearchStub,65,913,0,0,20,375,13,44,13,44
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1.stub,GrpcProductSearchCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.Builder,187,681,0,0,31,213,4,26,4,26
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,GrpcImageAnnotatorCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,GrpcProductSearchStub,65,913,0,0,20,375,13,44,13,44
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ImageAnnotatorStub,35,3,0,0,7,1,7,1,7,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,GrpcImageAnnotatorStub,53,178,0,0,17,78,9,10,9,10
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings,28,250,1,1,7,76,5,31,4,31
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ImageAnnotatorStubSettings,28,98,1,1,7,39,5,16,4,16
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ImageAnnotatorStubSettings.Builder,59,280,0,0,17,105,4,11,4,11
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,GrpcProductSearchCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1.stub,ProductSearchStub,130,3,0,0,26,1,26,1,26,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1,ImageAnnotatorClient,46,40,0,0,15,11,10,6,10,6
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1,ImageAnnotatorSettings,36,6,0,0,11,3,11,2,11,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1,ImageAnnotatorSettings.Builder,31,14,0,0,11,4,6,3,6,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ImageAnnotatorClient,63,103,0,0,19,27,13,15,13,15
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListReferenceImagesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchSettings.Builder,111,14,0,0,31,4,26,3,26,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductsInProductSetPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ImageAnnotatorSettings.Builder,51,14,0,0,16,4,11,3,11,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductSetsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductSetsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductsInProductSetFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ImageAnnotatorSettings,61,6,0,0,18,3,16,2,16,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListReferenceImagesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListReferenceImagesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchSettings,136,6,0,0,31,3,31,2,31,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductSetsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductsInProductSetPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient.ListProductsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p4beta1,ProductSearchClient,125,692,23,23,23,207,40,81,17,81
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1.stub,GrpcImageAnnotatorStub,50,68,0,0,16,28,8,6,8,6
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1.stub,ImageAnnotatorStubSettings.Builder,28,129,0,0,10,40,4,6,4,6
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1.stub,ImageAnnotatorStub,5,3,0,0,1,1,1,1,1,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1.stub,ImageAnnotatorStubSettings,28,58,1,1,7,27,5,11,4,11
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p1beta1.stub,GrpcImageAnnotatorCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchSettings,126,6,0,0,29,3,29,2,29,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductSetsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductsInProductSetPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListReferenceImagesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListReferenceImagesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ImageAnnotatorSettings.Builder,39,14,0,0,13,4,8,3,8,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductSetsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ImageAnnotatorClient,59,64,0,0,18,16,12,9,12,9
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchSettings.Builder,103,14,0,0,29,4,24,3,24,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductSetsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductsInProductSetPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient,119,662,22,22,22,199,38,77,16,77
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListReferenceImagesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ProductSearchClient.ListProductsInProductSetFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1,ImageAnnotatorSettings,46,6,0,0,14,3,13,2,13,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,GrpcImageAnnotatorStub,50,110,0,0,16,46,8,8,8,8
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,GrpcProductSearchStub,62,860,0,0,19,354,12,42,12,42
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ImageAnnotatorStubSettings.Builder,40,232,0,0,13,82,4,8,4,8
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,GrpcImageAnnotatorCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,GrpcProductSearchCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ImageAnnotatorStub,20,3,0,0,4,1,4,1,4,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStub,120,3,0,0,24,1,24,1,24,1
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings,28,234,1,1,7,72,5,29,4,29
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ImageAnnotatorStubSettings,28,74,1,1,7,32,5,13,4,13
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1p3beta1.stub,ProductSearchStubSettings.Builder,172,592,0,0,29,180,4,24,4,24
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductSetsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductSetsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListReferenceImagesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListReferenceImagesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductsInProductSetPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ImageAnnotatorClient,63,103,0,0,19,27,13,15,13,15
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient,313,705,23,23,39,215,56,82,33,82
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchSettings.Builder,111,14,0,0,31,4,26,3,26,3
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListReferenceImagesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchSettings,136,6,0,0,31,3,31,2,31,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductsInProductSetFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductsInProductSetPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ImageAnnotatorSettings,61,6,0,0,18,3,16,2,16,2
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ProductSearchClient.ListProductSetsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-vision,com.google.cloud.vision.v1,ImageAnnotatorSettings.Builder,51,14,0,0,16,4,11,3,11,3
