GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationProfilesClient.ListConversationProfilesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EntityTypesClient,107,509,14,14,23,161,31,54,17,54
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationProfilesSettings,76,6,0,0,27,3,19,2,19,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,KnowledgeBasesClient.ListKnowledgeBasesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,FulfillmentsSettings.Builder,35,14,0,0,12,4,7,3,7,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ParticipantsClient.ListSuggestionsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AnswerRecordsClient.ListAnswerRecordsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationProfilesClient.ListConversationProfilesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationProfilesClient,79,238,6,6,20,75,20,30,14,30
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,DocumentsClient.ListDocumentsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EnvironmentsClient.ListEnvironmentsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AnswerRecordsClient.ListAnswerRecordsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EnvironmentsClient.ListEnvironmentsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ParticipantsClient.ListSuggestionsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,VersionsClient.ListVersionsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsSettings.Builder,51,14,0,0,16,4,11,3,11,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionEntityTypesClient.ListSessionEntityTypesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AgentsSettings,96,6,0,0,23,3,23,2,23,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AgentsSettings.Builder,79,14,0,0,23,4,18,3,18,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ParticipantsClient.ListParticipantsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,IntentsSettings,76,6,0,0,19,3,19,2,19,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionEntityTypesClient.ListSessionEntityTypesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,IntentsClient,87,381,10,10,20,111,24,41,14,41
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,DocumentsClient.ListDocumentsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,KnowledgeBasesClient.ListKnowledgeBasesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EntityTypesSettings.Builder,87,14,0,0,25,4,20,3,20,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,DocumentsClient.ListDocumentsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,KnowledgeBasesSettings.Builder,47,14,0,0,15,4,10,3,10,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsClient.ListConversationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,KnowledgeBasesClient.ListKnowledgeBasesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,FulfillmentsClient,48,73,1,1,15,20,11,10,10,10
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsClient,70,237,8,8,17,66,20,29,12,29
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AnswerRecordsClient.ListAnswerRecordsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ParticipantsClient.ListParticipantsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AnswerRecordsClient,54,95,2,2,16,28,13,13,11,13
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EnvironmentsClient.GetEnvironmentHistoryPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionsClient,48,60,1,1,15,17,11,8,10,8
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionEntityTypesClient.ListSessionEntityTypesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsClient.ListMessagesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,VersionsClient.ListVersionsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AgentsClient.SearchAgentsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsSettings,61,6,0,0,16,3,16,2,16,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionEntityTypesClient,58,179,4,4,16,55,15,23,11,23
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionEntityTypesSettings.Builder,47,14,0,0,15,4,10,3,10,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EnvironmentsClient.GetEnvironmentHistoryPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ParticipantsClient,70,316,8,8,17,88,20,41,12,41
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,VersionsSettings.Builder,47,14,0,0,15,4,10,3,10,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ContextsClient,60,210,5,5,16,56,16,27,11,27
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionEntityTypesSettings,56,6,0,0,15,3,15,2,15,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AgentsClient.SearchAgentsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsClient.ListMessagesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EntityTypesSettings,106,6,0,0,25,3,25,2,25,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ContextsClient.ListContextsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AgentsClient,95,287,10,10,22,74,26,37,16,37
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AnswerRecordsSettings,46,6,0,0,13,3,13,2,13,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,VersionsClient.ListVersionsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,SessionsSettings.Builder,35,14,0,0,12,4,7,3,7,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,VersionsSettings,56,6,0,0,15,3,15,2,15,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EntityTypesClient.ListEntityTypesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ParticipantsClient.ListSuggestionsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,DocumentsSettings.Builder,75,14,0,0,22,4,17,3,17,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ContextsClient.ListContextsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,IntentsClient.ListIntentsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsClient.ListConversationsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,IntentsClient.ListIntentsPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ContextsSettings.Builder,51,14,0,0,16,4,11,3,11,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,KnowledgeBasesClient,62,205,6,6,16,62,17,25,11,25
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AgentsClient.SearchAgentsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EnvironmentsClient,56,102,1,1,17,26,13,17,12,17
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,AnswerRecordsSettings.Builder,39,14,0,0,13,4,8,3,8,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,IntentsClient.ListIntentsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ParticipantsSettings,86,6,0,0,21,3,21,2,21,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ConversationsClient.ListConversationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EntityTypesClient.ListEntityTypesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,EnvironmentsClient.ListEnvironmentsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1,ContextsSettings,61,6,0,0,16,3,16,2,16,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ParticipantsStub,65,3,0,0,13,1,13,1,13,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcAgentsStub,62,478,0,0,19,184,12,24,12,24
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ContextsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ContextsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EntityTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EntityTypesStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionsStubSettings.Builder,33,156,0,0,11,50,4,7,4,7
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AnswerRecordsStub,20,3,0,0,4,1,4,1,4,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcFulfillmentsStub,50,126,0,0,15,50,8,9,8,9
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,VersionsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,VersionsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EnvironmentsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EnvironmentsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcKnowledgeBasesCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,IntentsStubSettings,28,130,1,1,7,45,5,19,4,19
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EntityTypesStub,85,3,0,0,17,1,17,1,17,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcDocumentsStub,65,402,0,0,20,158,13,20,13,20
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationProfilesStub,55,3,0,0,11,1,11,1,11,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,VersionsStubSettings,28,98,1,1,7,35,5,15,4,15
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcEnvironmentsCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionEntityTypesStub,30,3,0,0,6,1,6,1,6,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcEntityTypesCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,DocumentsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,DocumentsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationProfilesStubSettings,28,130,1,1,7,48,5,19,4,19
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ContextsStubSettings.Builder,63,231,0,0,15,69,4,11,4,11
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EnvironmentsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EnvironmentsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AnswerRecordsStubSettings,28,82,1,1,7,32,5,13,4,13
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,FulfillmentsStubSettings,28,66,1,1,7,29,5,12,4,12
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcIntentsStub,56,372,0,0,17,145,10,20,10,20
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionsStubSettings,28,66,1,1,7,28,5,12,4,12
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationsStubSettings,28,114,1,1,7,40,5,16,4,16
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,DocumentsStubSettings,28,154,1,1,7,49,5,22,4,22
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ContextsStub,35,3,0,0,7,1,7,1,7,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcSessionsStub,50,111,0,0,15,46,8,8,8,8
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AgentsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AgentsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ParticipantsStubSettings.Builder,96,386,0,0,20,116,4,16,4,16
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EnvironmentsStubSettings.Builder,63,232,0,0,15,70,4,11,4,11
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,KnowledgeBasesStub,30,3,0,0,6,1,6,1,6,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,KnowledgeBasesStubSettings,28,98,1,1,7,36,5,15,4,15
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionEntityTypesStubSettings,28,98,1,1,7,36,5,15,4,15
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ContextsStubSettings,28,106,1,1,7,37,5,16,4,16
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcParticipantsCallableFactory,21,18,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionEntityTypesStubSettings.Builder,56,210,0,0,14,64,4,10,4,10
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcEntityTypesStub,65,531,0,0,20,213,13,26,13,26
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcEnvironmentsStub,56,314,0,0,17,129,10,17,10,17
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationProfilesStubSettings.Builder,80,350,0,0,21,124,4,14,4,14
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,DocumentsStub,70,3,0,0,14,1,14,1,14,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcParticipantsStub,56,515,0,0,17,222,10,26,10,26
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcContextsCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcConversationsStub,56,313,0,0,17,129,10,17,10,17
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcIntentsCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcConversationProfilesStub,56,372,0,0,18,156,10,20,10,20
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionEntityTypesStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionEntityTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationProfilesStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcAnswerRecordsCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationProfilesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,DocumentsStubSettings.Builder,95,497,0,0,21,195,4,17,4,17
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ParticipantsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ParticipantsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AgentsStub,75,3,0,0,15,1,15,1,15,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,VersionsStub,30,3,0,0,6,1,6,1,6,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationsStubSettings.Builder,63,232,0,0,15,69,4,11,4,11
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcDocumentsCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcAgentsCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ParticipantsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ParticipantsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,SessionsStub,10,3,0,0,2,1,2,1,2,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcContextsStub,53,306,0,0,16,122,9,17,9,17
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ConversationsStub,40,3,0,0,8,1,8,1,8,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EnvironmentsStub,40,3,0,0,8,1,8,1,8,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,IntentsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,VersionsStubSettings.Builder,56,210,0,0,14,63,4,10,4,10
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,IntentsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,ParticipantsStubSettings,28,154,1,1,7,50,5,21,4,21
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcKnowledgeBasesStub,53,263,0,0,17,108,9,15,9,15
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,FulfillmentsStub,10,3,0,0,2,1,2,1,2,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AnswerRecordsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AnswerRecordsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,IntentsStub,55,3,0,0,11,1,11,1,11,1
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EntityTypesStubSettings.Builder,116,560,0,0,29,213,4,20,4,20
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcFulfillmentsCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,IntentsStubSettings.Builder,80,350,0,0,20,123,4,14,4,14
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,AgentsStubSettings,28,162,1,1,7,51,5,23,4,23
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcSessionEntityTypesStub,53,263,0,0,17,108,9,15,9,15
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,KnowledgeBasesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,KnowledgeBasesStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,GrpcConversationProfilesCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-dialogflow,com.google.cloud.dialogflow.v2beta1.stub,EnvironmentsStubSettings,28,114,1,1,7,40,5,16,4,16
